City,SKU,Date,Transfer Quantity
Pune,ME004,2023-01-26,28
Pune,ME004,2023-01-27,24
Pune,ME004,2023-01-28,25
Pune,ME004,2023-01-29,18
Pune,ME004,2023-01-30,26
Pune,ME005,2023-01-01,34
Pune,ME005,2023-01-02,20
Pune,ME005,2023-01-03,30
Pune,ME005,2023-01-04,29
Pune,ME005,2023-01-05,17
Pune,ME005,2023-01-06,25
Pune,ME005,2023-01-07,24
Pune,ME005,2023-01-08,27
Pune,ME005,2023-01-09,22
Pune,ME005,2023-01-10,21
Pune,ME005,2023-01-11,27
Pune,ME005,2023-01-12,19
Pune,ME005,2023-01-13,30
Pune,ME005,2023-01-14,34
Pune,ME005,2023-01-15,37
Pune,ME005,2023-01-16,38
Pune,ME005,2023-01-17,24
Pune,ME005,2023-01-18,29
Pune,ME005,2023-01-19,28
Pune,ME005,2023-01-20,25
Pune,ME005,2023-01-21,24
Pune,ME005,2023-01-22,29
Pune,ME005,2023-01-23,21
Pune,ME005,2023-01-24,22
Pune,ME005,2023-01-25,20
Pune,ME005,2023-01-26,21
Pune,ME005,2023-01-27,19
Pune,ME005,2023-01-28,22
Pune,ME005,2023-01-29,21
Pune,ME005,2023-01-30,21
Pune,K001,2023-01-01,33
Pune,K001,2023-01-02,23
Pune,K001,2023-01-03,22
Pune,K001,2023-01-04,23
Pune,K001,2023-01-05,25
Pune,K001,2023-01-06,24
Pune,K001,2023-01-07,20
Pune,K001,2023-01-08,35
Pune,K001,2023-01-09,26
Pune,K001,2023-01-10,32
Pune,K001,2023-01-11,31
Pune,K001,2023-01-12,26
Pune,K001,2023-01-13,27
Pune,K001,2023-01-14,30
Pune,K001,2023-01-15,38
Pune,K001,2023-01-16,32
Pune,K001,2023-01-17,22
Pune,K001,2023-01-18,28
Pune,K001,2023-01-19,20
Pune,K001,2023-01-20,18
Pune,K001,2023-01-21,19
Pune,K001,2023-01-22,24
Pune,K001,2023-01-23,39
Pune,K001,2023-01-24,21
Pune,K001,2023-01-25,22
Pune,K001,2023-01-26,24
Pune,K001,2023-01-27,22
Pune,K001,2023-01-28,17
Pune,K001,2023-01-29,22
Pune,K001,2023-01-30,22
Pune,K002,2023-01-01,37
Pune,K002,2023-01-02,29
Pune,K002,2023-01-03,17
Pune,K002,2023-01-04,27
Pune,K002,2023-01-05,29
Pune,K002,2023-01-06,17
Pune,K002,2023-01-07,39
Pune,K002,2023-01-08,21
Pune,K002,2023-01-09,26
Pune,K002,2023-01-10,22
Pune,K002,2023-01-11,25
Pune,K002,2023-01-12,18
Pune,K002,2023-01-13,35
Pune,K002,2023-01-14,20
Pune,K002,2023-01-15,20
Pune,K002,2023-01-16,28
Pune,K002,2023-01-17,19
Pune,K002,2023-01-18,27
Pune,K002,2023-01-19,29
Pune,K002,2023-01-20,25
Pune,K002,2023-01-21,26
Pune,K002,2023-01-22,36
Pune,K002,2023-01-23,17
Pune,K002,2023-01-24,21
Pune,K002,2023-01-25,28
Pune,K002,2023-01-26,21
Pune,K002,2023-01-27,26
Pune,K002,2023-01-28,29
Pune,K002,2023-01-29,24
Pune,K002,2023-01-30,17
Pune,K003,2023-01-01,19
Pune,K003,2023-01-02,35
Pune,K003,2023-01-03,23
Pune,K003,2023-01-04,19
Pune,K003,2023-01-05,37
Pune,K003,2023-01-06,25
Pune,K003,2023-01-07,30
Pune,K003,2023-01-08,23
Pune,K003,2023-01-09,23
Pune,K003,2023-01-10,32
Pune,K003,2023-01-11,21
Pune,K003,2023-01-12,20
Pune,K003,2023-01-13,34
Pune,K003,2023-01-14,28
Pune,K003,2023-01-15,38
Pune,K003,2023-01-16,37
Pune,K003,2023-01-17,18
Pune,K003,2023-01-18,35
Pune,K003,2023-01-19,25
Pune,K003,2023-01-20,24
Pune,K003,2023-01-21,25
Pune,K003,2023-01-22,33
Pune,K003,2023-01-23,28
Pune,K003,2023-01-24,22
Pune,K003,2023-01-25,19
Pune,K003,2023-01-26,27
Pune,K003,2023-01-27,24
Pune,K003,2023-01-28,23
Pune,K003,2023-01-29,27
Pune,K003,2023-01-30,17
Pune,K004,2023-01-01,26
Pune,K004,2023-01-02,25
Pune,K004,2023-01-03,20
Pune,K004,2023-01-04,26
Pune,K004,2023-01-05,28
Pune,K004,2023-01-06,36
Pune,K004,2023-01-07,27
Pune,K004,2023-01-08,24
Pune,K004,2023-01-09,33
Pune,K004,2023-01-10,23
Pune,K004,2023-01-11,18
Pune,K004,2023-01-12,16
Pune,K004,2023-01-13,25
Pune,K004,2023-01-14,24
Pune,K004,2023-01-15,24
Pune,K004,2023-01-16,19
Pune,K004,2023-01-17,29
Pune,K004,2023-01-18,28
Pune,K004,2023-01-19,34
Pune,K004,2023-01-20,25
Pune,K004,2023-01-21,28
Pune,K004,2023-01-22,22
Pune,K004,2023-01-23,22
Pune,K004,2023-01-24,25
Pune,K004,2023-01-25,19
Pune,K004,2023-01-26,20
Pune,K004,2023-01-27,22
Pune,K004,2023-01-28,19
Pune,K004,2023-01-29,23
Pune,K004,2023-01-30,20
Pune,K005,2023-01-01,23
Pune,K005,2023-01-02,29
Pune,K005,2023-01-03,34
Pune,K005,2023-01-04,31
Pune,K005,2023-01-05,25
Pune,K005,2023-01-06,21
Pune,K005,2023-01-07,22
Pune,K005,2023-01-08,18
Pune,K005,2023-01-09,19
Pune,K005,2023-01-10,32
Pune,K005,2023-01-11,33
Pune,K005,2023-01-12,30
Pune,K005,2023-01-13,26
Pune,K005,2023-01-14,28
Pune,K005,2023-01-15,29
Pune,K005,2023-01-16,29
Pune,K005,2023-01-17,25
Pune,K005,2023-01-18,28
Pune,K005,2023-01-19,27
Pune,K005,2023-01-20,24
Pune,K005,2023-01-21,29
Pune,K005,2023-01-22,25
Pune,K005,2023-01-23,28
Pune,K005,2023-01-24,29
Pune,K005,2023-01-25,31
Pune,K005,2023-01-26,30
Pune,K005,2023-01-27,32
Pune,K005,2023-01-28,33
Pune,K005,2023-01-29,31
Pune,K005,2023-01-30,24
Pune,H001,2023-01-01,41
Pune,H001,2023-01-02,75
Pune,H001,2023-01-03,67
Pune,H001,2023-01-04,73
Pune,H001,2023-01-05,78
Pune,H001,2023-01-06,77
Pune,H001,2023-01-07,71
Pune,H001,2023-01-08,75
Pune,H001,2023-01-09,74
Pune,H001,2023-01-10,74
Pune,H001,2023-01-11,75
Pune,H001,2023-01-12,77
Pune,H001,2023-01-13,75
Pune,H001,2023-01-14,73
Pune,H001,2023-01-15,71
Pune,H001,2023-01-16,74
Pune,H001,2023-01-17,78
Pune,H001,2023-01-18,77
Pune,H001,2023-01-19,77
Pune,H001,2023-01-20,68
Pune,H001,2023-01-21,72
Pune,H001,2023-01-22,68
Pune,H001,2023-01-23,73
Pune,H001,2023-01-24,74
Pune,H001,2023-01-25,76
Pune,H001,2023-01-26,77
Pune,H001,2023-01-27,79
Pune,H001,2023-01-28,75
Pune,H001,2023-01-29,71
Pune,H001,2023-01-30,69
Pune,H002,2023-01-01,23
Pune,H002,2023-01-02,75
Pune,H002,2023-01-03,35
Pune,H002,2023-01-04,18
Pune,H002,2023-01-05,42
Pune,H002,2023-01-06,63
Pune,H002,2023-01-07,21
Pune,H002,2023-01-08,44
Pune,H002,2023-01-09,41
Pune,H002,2023-01-10,79
Pune,H002,2023-01-11,73
Pune,H002,2023-01-12,76
Pune,H002,2023-01-13,31
Pune,H002,2023-01-14,26
Pune,H002,2023-01-15,43
Pune,H002,2023-01-16,52
Pune,H002,2023-01-17,22
Pune,H002,2023-01-18,32
Pune,H002,2023-01-19,19
Pune,H002,2023-01-20,22
Pune,H002,2023-01-21,80
Pune,H002,2023-01-22,20
Pune,H002,2023-01-23,26
Pune,H002,2023-01-24,45
Pune,H002,2023-01-25,47
Pune,H002,2023-01-26,48
Pune,H002,2023-01-27,41
Pune,H002,2023-01-28,44
Pune,H002,2023-01-29,46
Pune,H002,2023-01-30,45
Pune,H003,2023-01-01,28
Pune,H003,2023-01-02,51
Pune,H003,2023-01-03,28
Pune,H003,2023-01-04,64
Pune,H003,2023-01-05,53
Pune,H003,2023-01-06,51
Pune,H003,2023-01-07,69
Pune,H003,2023-01-08,77
Pune,H003,2023-01-09,68
Pune,H003,2023-01-10,22
Pune,H003,2023-01-11,25
Pune,H003,2023-01-12,71
Pune,H003,2023-01-13,23
Pune,H003,2023-01-14,54
Pune,H003,2023-01-15,76
Pune,H003,2023-01-16,20
Pune,H003,2023-01-17,58
Pune,H003,2023-01-18,46
Pune,H003,2023-01-19,40
Pune,H003,2023-01-20,73
Pune,H003,2023-01-21,44
Pune,H003,2023-01-22,47
Pune,H003,2023-01-23,60
Pune,H003,2023-01-24,22
Pune,H003,2023-01-25,17
Pune,H003,2023-01-26,21
Pune,H003,2023-01-27,26
Pune,H003,2023-01-28,26
Pune,H003,2023-01-29,22
Pune,H003,2023-01-30,21
Pune,H004,2023-01-01,36
Pune,H004,2023-01-02,36
Pune,H004,2023-01-03,41
Pune,H004,2023-01-04,76
Pune,H004,2023-01-05,45
Pune,H004,2023-01-06,37
Pune,H004,2023-01-07,63
Pune,H004,2023-01-08,72
Pune,H004,2023-01-09,35
Pune,H004,2023-01-10,74
Pune,H004,2023-01-11,34
Pune,H004,2023-01-12,23
Pune,H004,2023-01-13,53
Pune,H004,2023-01-14,42
Pune,H004,2023-01-15,65
Pune,H004,2023-01-16,70
Pune,H004,2023-01-17,24
Pune,H004,2023-01-18,27
Pune,H004,2023-01-19,34
Pune,H004,2023-01-20,68
Pune,H004,2023-01-21,67
Pune,H004,2023-01-22,40
Pune,H004,2023-01-23,74
Pune,H004,2023-01-24,29
Pune,H004,2023-01-25,26
Pune,H004,2023-01-26,22
Pune,H004,2023-01-27,20
Pune,H004,2023-01-28,19
Pune,H004,2023-01-29,28
Pune,H004,2023-01-30,25
Pune,H005,2023-01-01,63
Pune,H005,2023-01-02,58
Pune,H005,2023-01-03,42
Pune,H005,2023-01-04,46
Pune,H005,2023-01-05,68
Pune,H005,2023-01-06,57
Pune,H005,2023-01-07,65
Pune,H005,2023-01-08,34
Pune,H005,2023-01-09,68
Pune,H005,2023-01-10,28
Pune,H005,2023-01-11,21
Pune,H005,2023-01-12,67
Pune,H005,2023-01-13,26
Pune,H005,2023-01-14,58
Pune,H005,2023-01-15,24
Pune,H005,2023-01-16,49
Pune,H005,2023-01-17,60
Pune,H005,2023-01-18,48
Pune,H005,2023-01-19,65
Pune,H005,2023-01-20,53
Pune,H005,2023-01-21,33
Pune,H005,2023-01-22,28
Pune,H005,2023-01-23,35
Pune,H005,2023-01-24,30
Pune,H005,2023-01-25,20
Pune,H005,2023-01-26,18
Pune,H005,2023-01-27,28
Pune,H005,2023-01-28,20
Pune,H005,2023-01-29,26
Pune,H005,2023-01-30,19
Pune,P001,2023-01-01,62
Pune,P001,2023-01-02,66
Pune,P001,2023-01-03,42
Pune,P001,2023-01-04,42
Pune,P001,2023-01-05,62
Pune,P001,2023-01-06,40
Pune,P001,2023-01-07,61
Pune,P001,2023-01-08,51
Pune,P001,2023-01-09,41
Pune,P001,2023-01-10,40
Pune,P001,2023-01-11,55
Pune,P001,2023-01-12,42
Pune,P001,2023-01-13,52
Pune,P001,2023-01-14,38
Pune,P001,2023-01-15,39
Pune,P001,2023-01-16,60
Pune,P001,2023-01-17,44
Pune,P001,2023-01-18,55
Pune,P001,2023-01-19,50
Pune,P001,2023-01-20,49
Pune,P001,2023-01-21,55
Pune,P001,2023-01-22,57
Pune,P001,2023-01-23,43
Pune,P001,2023-01-24,48
Pune,P001,2023-01-25,55
Pune,P001,2023-01-26,48
Pune,P001,2023-01-27,53
Pune,P001,2023-01-28,55
Pune,P001,2023-01-29,54
Pune,P001,2023-01-30,41
Pune,P002,2023-01-01,64
Pune,P002,2023-01-02,59
Pune,P002,2023-01-03,38
Pune,P002,2023-01-04,66
Pune,P002,2023-01-05,40
Pune,P002,2023-01-06,59
Pune,P002,2023-01-07,43
Pune,P002,2023-01-08,51
Pune,P002,2023-01-09,65
Pune,P002,2023-01-10,43
Pune,P002,2023-01-11,43
Pune,P002,2023-01-12,55
Pune,P002,2023-01-13,37
Pune,P002,2023-01-14,41
Pune,P002,2023-01-15,58
Pune,P002,2023-01-16,42
Pune,P002,2023-01-17,56
Pune,P002,2023-01-18,58
Pune,P002,2023-01-19,41
Pune,P002,2023-01-20,54
Pune,P002,2023-01-21,38
Pune,P002,2023-01-22,44
Pune,P002,2023-01-23,51
Pune,P002,2023-01-24,40
Pune,P002,2023-01-25,38
Pune,P002,2023-01-26,44
Pune,P002,2023-01-27,47
Pune,P002,2023-01-28,52
Pune,P002,2023-01-29,49
Pune,P002,2023-01-30,37
Pune,P003,2023-01-01,61
Pune,P003,2023-01-02,58
Pune,P003,2023-01-03,63
Pune,P003,2023-01-04,50
Pune,P003,2023-01-05,39
Pune,P003,2023-01-06,40
Pune,P003,2023-01-07,48
Pune,P003,2023-01-08,41
Pune,P003,2023-01-09,41
Pune,P003,2023-01-10,51
Pune,P003,2023-01-11,41
Pune,P003,2023-01-12,47
Pune,P003,2023-01-13,40
Pune,P003,2023-01-14,56
Pune,P003,2023-01-15,53
Pune,P003,2023-01-16,47
Pune,P003,2023-01-17,40
Pune,P003,2023-01-18,49
Pune,P003,2023-01-19,51
Pune,P003,2023-01-20,46
Pune,P003,2023-01-21,42
Pune,P003,2023-01-22,50
Pune,P003,2023-01-23,51
Pune,P003,2023-01-24,49
Pune,P003,2023-01-25,56
Pune,P003,2023-01-26,52
Pune,P003,2023-01-27,41
Pune,P003,2023-01-28,43
Pune,P003,2023-01-29,48
Pune,P003,2023-01-30,44
Pune,P004,2023-01-01,49
Pune,P004,2023-01-02,46
Pune,P004,2023-01-03,65
Pune,P004,2023-01-04,40
Pune,P004,2023-01-05,40
Pune,P004,2023-01-06,55
Pune,P004,2023-01-07,43
Pune,P004,2023-01-08,61
Pune,P004,2023-01-09,44
Pune,P004,2023-01-10,47
Pune,P004,2023-01-11,58
Pune,P004,2023-01-12,49
Pune,P004,2023-01-13,42
Pune,P004,2023-01-14,54
Pune,P004,2023-01-15,54
Pune,P004,2023-01-16,54
Pune,P004,2023-01-17,43
Pune,P004,2023-01-18,42
Pune,P004,2023-01-19,42
Pune,P004,2023-01-20,49
Pune,P004,2023-01-21,51
Pune,P004,2023-01-22,50
Pune,P004,2023-01-23,48
Pune,P004,2023-01-24,52
Pune,P004,2023-01-25,41
Pune,P004,2023-01-26,44
Pune,P004,2023-01-27,39
Pune,P004,2023-01-28,42
Pune,P004,2023-01-29,49
Pune,P004,2023-01-30,43
Pune,P005,2023-01-01,63
Pune,P005,2023-01-02,60
Pune,P005,2023-01-03,56
Pune,P005,2023-01-04,52
Pune,P005,2023-01-05,47
Pune,P005,2023-01-06,62
Pune,P005,2023-01-07,59
Pune,P005,2023-01-08,59
Pune,P005,2023-01-09,65
Pune,P005,2023-01-10,50
Pune,P005,2023-01-11,58
Pune,P005,2023-01-12,43
Pune,P005,2023-01-13,49
Pune,P005,2023-01-14,41
Pune,P005,2023-01-15,60
Pune,P005,2023-01-16,44
Pune,P005,2023-01-17,40
Pune,P005,2023-01-18,52
Pune,P005,2023-01-19,41
Pune,P005,2023-01-20,45
Pune,P005,2023-01-21,49
Pune,P005,2023-01-22,37
Pune,P005,2023-01-23,52
Pune,P005,2023-01-24,49
Pune,P005,2023-01-25,47
Pune,P005,2023-01-26,38
Pune,P005,2023-01-27,52
Pune,P005,2023-01-28,51
Pune,P005,2023-01-29,47
Pune,P005,2023-01-30,47
Pune,G001,2023-01-01,58
Pune,G001,2023-01-02,52
Pune,G001,2023-01-03,29
Pune,G001,2023-01-04,28
Pune,G001,2023-01-05,70
Pune,G001,2023-01-06,39
Pune,G001,2023-01-07,50
Pune,G001,2023-01-08,25
Pune,G001,2023-01-09,73
Pune,G001,2023-01-10,55
Pune,G001,2023-01-11,43
Pune,G001,2023-01-12,38
Pune,G001,2023-01-13,47
Pune,G001,2023-01-14,50
Pune,G001,2023-01-15,53
Pune,G001,2023-01-16,52
Pune,G001,2023-01-17,48
Pune,G001,2023-01-18,58
Pune,G001,2023-01-19,44
Pune,G001,2023-01-20,39
Pune,G001,2023-01-21,38
Pune,G001,2023-01-22,42
Pune,G001,2023-01-23,41
Pune,G001,2023-01-24,36
Pune,G001,2023-01-25,56
Pune,G001,2023-01-26,58
Pune,G001,2023-01-27,51
Pune,G001,2023-01-28,46
Pune,G001,2023-01-29,49
Pune,G001,2023-01-30,40
Pune,G002,2023-01-01,51
Pune,G002,2023-01-02,22
Pune,G002,2023-01-03,53
Pune,G002,2023-01-04,22
Pune,G002,2023-01-05,32
Pune,G002,2023-01-06,38
Pune,G002,2023-01-07,32
Pune,G002,2023-01-08,61
Pune,G002,2023-01-09,29
Pune,G002,2023-01-10,35
Pune,G002,2023-01-11,47
Pune,G002,2023-01-12,46
Pune,G002,2023-01-13,44
Pune,G002,2023-01-14,44
Pune,G002,2023-01-15,40
Pune,G002,2023-01-16,42
Pune,G002,2023-01-17,39
Pune,G002,2023-01-18,41
Pune,G002,2023-01-19,39
Pune,G002,2023-01-20,47
Pune,G002,2023-01-21,34
Pune,G002,2023-01-22,41
Pune,G002,2023-01-23,45
Pune,G002,2023-01-24,31
Pune,G002,2023-01-25,34
Pune,G002,2023-01-26,43
Pune,G002,2023-01-27,45
Pune,G002,2023-01-28,36
Pune,G002,2023-01-29,41
Pune,G002,2023-01-30,32
Pune,G003,2023-01-01,61
Pune,G003,2023-01-02,49
Pune,G003,2023-01-03,25
Pune,G003,2023-01-04,17
Pune,G003,2023-01-05,25
Pune,G003,2023-01-06,61
Pune,G003,2023-01-07,24
Pune,G003,2023-01-08,54
Pune,G003,2023-01-09,49
Pune,G003,2023-01-10,46
Pune,G003,2023-01-11,47
Pune,G003,2023-01-12,43
Pune,G003,2023-01-13,47
Pune,G003,2023-01-14,35
Pune,G003,2023-01-15,39
Pune,G003,2023-01-16,43
Pune,G003,2023-01-17,44
Pune,G003,2023-01-18,32
Pune,G003,2023-01-19,38
Pune,G003,2023-01-20,46
Pune,G003,2023-01-21,46
Pune,G003,2023-01-22,38
Pune,G003,2023-01-23,42
Pune,G003,2023-01-24,41
Pune,G003,2023-01-25,42
Pune,G003,2023-01-26,31
Pune,G003,2023-01-27,45
Pune,G003,2023-01-28,34
Pune,G003,2023-01-29,37
Pune,G003,2023-01-30,42
Pune,G004,2023-01-01,18
Pune,G004,2023-01-02,68
Pune,G004,2023-01-03,27
Pune,G004,2023-01-04,30
Pune,G004,2023-01-05,71
Pune,G004,2023-01-06,50
Pune,G004,2023-01-07,22
Pune,G004,2023-01-08,75
Pune,G004,2023-01-09,51
Pune,G004,2023-01-10,38
Pune,G004,2023-01-11,40
Pune,G004,2023-01-12,35
Pune,G004,2023-01-13,48
Pune,G004,2023-01-14,37
Pune,G004,2023-01-15,36
Pune,G004,2023-01-16,48
Pune,G004,2023-01-17,43
Pune,G004,2023-01-18,42
Pune,G004,2023-01-19,40
Pune,G004,2023-01-20,42
Pune,G004,2023-01-21,42
Pune,G004,2023-01-22,45
Pune,G004,2023-01-23,33
Pune,G004,2023-01-24,38
Pune,G004,2023-01-25,46
Pune,G004,2023-01-26,42
Pune,G004,2023-01-27,45
Pune,G004,2023-01-28,47
Pune,G004,2023-01-29,46
Pune,G004,2023-01-30,41
Pune,G005,2023-01-01,23
Pune,G005,2023-01-02,18
Pune,G005,2023-01-03,22
Pune,G005,2023-01-04,71
Pune,G005,2023-01-05,66
Pune,G005,2023-01-06,34
Pune,G005,2023-01-07,43
Pune,G005,2023-01-08,29
Pune,G005,2023-01-09,61
Pune,G005,2023-01-10,37
Pune,G005,2023-01-11,34
Pune,G005,2023-01-12,42
Pune,G005,2023-01-13,33
Pune,G005,2023-01-14,41
Pune,G005,2023-01-15,34
Pune,G005,2023-01-16,40
Pune,G005,2023-01-17,37
Pune,G005,2023-01-18,38
Pune,G005,2023-01-19,43
Pune,G005,2023-01-20,45
Pune,G005,2023-01-21,47
Pune,G005,2023-01-22,41
Pune,G005,2023-01-23,39
Pune,G005,2023-01-24,49
Pune,G005,2023-01-25,36
Pune,G005,2023-01-26,34
Pune,G005,2023-01-27,33
Pune,G005,2023-01-28,37
Pune,G005,2023-01-29,49
Pune,G005,2023-01-30,48
Aurangabad,F001,2023-01-01,19
Aurangabad,F001,2023-01-02,18
Aurangabad,F001,2023-01-03,21
Aurangabad,F001,2023-01-04,26
Aurangabad,F001,2023-01-05,22
Aurangabad,F001,2023-01-06,23
Aurangabad,F001,2023-01-07,22
Aurangabad,F001,2023-01-08,18
Aurangabad,F001,2023-01-09,18
Aurangabad,F001,2023-01-10,23
Aurangabad,F001,2023-01-11,29
Aurangabad,F001,2023-01-12,25
Aurangabad,F001,2023-01-13,23
Aurangabad,F001,2023-01-14,25
Aurangabad,F001,2023-01-15,22
Aurangabad,F001,2023-01-16,17
Aurangabad,F001,2023-01-17,25
Aurangabad,F001,2023-01-18,22
Aurangabad,F001,2023-01-19,25
Aurangabad,F001,2023-01-20,18
Aurangabad,F001,2023-01-21,26
Aurangabad,F001,2023-01-22,20
Aurangabad,F001,2023-01-23,25
Aurangabad,F001,2023-01-24,19
Aurangabad,F001,2023-01-25,25
Aurangabad,F001,2023-01-26,27
Aurangabad,F001,2023-01-27,25
Aurangabad,F001,2023-01-28,18
Aurangabad,F001,2023-01-29,28
Aurangabad,F001,2023-01-30,25
Aurangabad,F002,2023-01-01,23
Aurangabad,F002,2023-01-02,18
Aurangabad,F002,2023-01-03,25
Aurangabad,F002,2023-01-04,20
Aurangabad,F002,2023-01-05,26
Aurangabad,F002,2023-01-06,22
Aurangabad,F002,2023-01-07,21
Aurangabad,F002,2023-01-08,21
Aurangabad,F002,2023-01-09,20
Aurangabad,F002,2023-01-10,28
Aurangabad,F002,2023-01-11,26
Aurangabad,F002,2023-01-12,26
Aurangabad,F002,2023-01-13,18
Aurangabad,F002,2023-01-14,20
Aurangabad,F002,2023-01-15,17
Aurangabad,F002,2023-01-16,22
Aurangabad,F002,2023-01-17,25
Aurangabad,F002,2023-01-18,18
Aurangabad,F002,2023-01-19,17
Aurangabad,F002,2023-01-20,21
Aurangabad,F002,2023-01-21,23
Aurangabad,F002,2023-01-22,23
Aurangabad,F002,2023-01-23,26
Aurangabad,F002,2023-01-24,20
Aurangabad,F002,2023-01-25,23
Aurangabad,F002,2023-01-26,30
Aurangabad,F002,2023-01-27,22
Aurangabad,F002,2023-01-28,19
Aurangabad,F002,2023-01-29,22
Aurangabad,F002,2023-01-30,24
Aurangabad,F003,2023-01-01,16
Aurangabad,F003,2023-01-02,28
Aurangabad,F003,2023-01-03,21
Aurangabad,F003,2023-01-04,23
Aurangabad,F003,2023-01-05,24
Aurangabad,F003,2023-01-06,28
Aurangabad,F003,2023-01-07,16
Aurangabad,F003,2023-01-08,18
Aurangabad,F003,2023-01-09,23
Aurangabad,F003,2023-01-10,24
Aurangabad,F003,2023-01-11,18
Aurangabad,F003,2023-01-12,23
Aurangabad,F003,2023-01-13,24
Aurangabad,F003,2023-01-14,24
Aurangabad,F003,2023-01-15,29
Aurangabad,F003,2023-01-16,26
Aurangabad,F003,2023-01-17,20
Aurangabad,F003,2023-01-18,23
Aurangabad,F003,2023-01-19,19
Aurangabad,F003,2023-01-20,20
Aurangabad,F003,2023-01-21,21
Aurangabad,F003,2023-01-22,22
Aurangabad,F003,2023-01-23,19
Aurangabad,F003,2023-01-24,20
Aurangabad,F003,2023-01-25,22
Aurangabad,F003,2023-01-26,21
Aurangabad,F003,2023-01-27,18
Aurangabad,F003,2023-01-28,23
Aurangabad,F003,2023-01-29,19
Aurangabad,F003,2023-01-30,23
Aurangabad,F004,2023-01-01,22
Aurangabad,F004,2023-01-02,24
Aurangabad,F004,2023-01-03,22
Aurangabad,F004,2023-01-04,24
Aurangabad,F004,2023-01-05,22
Aurangabad,F004,2023-01-06,19
Aurangabad,F004,2023-01-07,18
Aurangabad,F004,2023-01-08,21
Aurangabad,F004,2023-01-09,23
Aurangabad,F004,2023-01-10,21
Aurangabad,F004,2023-01-11,23
Aurangabad,F004,2023-01-12,26
Aurangabad,F004,2023-01-13,19
Aurangabad,F004,2023-01-14,26
Aurangabad,F004,2023-01-15,24
Aurangabad,F004,2023-01-16,25
Aurangabad,F004,2023-01-17,23
Aurangabad,F004,2023-01-18,25
Aurangabad,F004,2023-01-19,17
Aurangabad,F004,2023-01-20,19
Aurangabad,F004,2023-01-21,25
Aurangabad,F004,2023-01-22,17
Aurangabad,F004,2023-01-23,21
Aurangabad,F004,2023-01-24,23
Aurangabad,F004,2023-01-25,24
Aurangabad,F004,2023-01-26,25
Aurangabad,F004,2023-01-27,21
Aurangabad,F004,2023-01-28,25
Aurangabad,F004,2023-01-29,22
Aurangabad,F004,2023-01-30,23
Aurangabad,F005,2023-01-01,21
Aurangabad,F005,2023-01-02,20
Aurangabad,F005,2023-01-03,22
Aurangabad,F005,2023-01-04,23
Aurangabad,F005,2023-01-05,26
Aurangabad,F005,2023-01-06,22
Aurangabad,F005,2023-01-07,22
Aurangabad,F005,2023-01-08,24
Aurangabad,F005,2023-01-09,19
Aurangabad,F005,2023-01-10,22
Aurangabad,F005,2023-01-11,21
Aurangabad,F005,2023-01-12,21
Aurangabad,F005,2023-01-13,29
Aurangabad,F005,2023-01-14,26
Aurangabad,F005,2023-01-15,25
Aurangabad,F005,2023-01-16,25
Aurangabad,F005,2023-01-17,22
Aurangabad,F005,2023-01-18,19
Aurangabad,F005,2023-01-19,27
Aurangabad,F005,2023-01-20,16
Aurangabad,F005,2023-01-21,22
Aurangabad,F005,2023-01-22,28
Aurangabad,F005,2023-01-23,25
Aurangabad,F005,2023-01-24,21
Aurangabad,F005,2023-01-25,20
Aurangabad,F005,2023-01-26,29
Aurangabad,F005,2023-01-27,18
Aurangabad,F005,2023-01-28,21
Aurangabad,F005,2023-01-29,26
Aurangabad,F005,2023-01-30,16
Aurangabad,M001,2023-01-01,21
Aurangabad,M001,2023-01-02,21
Aurangabad,M001,2023-01-03,20
Aurangabad,M001,2023-01-04,22
Aurangabad,M001,2023-01-05,24
Aurangabad,M001,2023-01-06,19
Aurangabad,M001,2023-01-07,23
Aurangabad,M001,2023-01-08,20
Aurangabad,M001,2023-01-09,24
Aurangabad,M001,2023-01-10,23
Aurangabad,M001,2023-01-11,22
Aurangabad,M001,2023-01-12,20
Aurangabad,M001,2023-01-13,20
Aurangabad,M001,2023-01-14,26
Aurangabad,M001,2023-01-15,27
Aurangabad,M001,2023-01-16,24
Aurangabad,M001,2023-01-17,29
Aurangabad,M001,2023-01-18,24
Aurangabad,M001,2023-01-19,21
Aurangabad,M001,2023-01-20,22
Aurangabad,M001,2023-01-21,18
Aurangabad,M001,2023-01-22,26
Aurangabad,M001,2023-01-23,20
Aurangabad,M001,2023-01-24,18
Aurangabad,M001,2023-01-25,23
Aurangabad,M001,2023-01-26,25
Aurangabad,M001,2023-01-27,26
Aurangabad,M001,2023-01-28,17
Aurangabad,M001,2023-01-29,19
Aurangabad,M001,2023-01-30,23
Aurangabad,M002,2023-01-01,19
Aurangabad,M002,2023-01-02,17
Aurangabad,M002,2023-01-03,23
Aurangabad,M002,2023-01-04,21
Aurangabad,M002,2023-01-05,21
Aurangabad,M002,2023-01-06,19
Aurangabad,M002,2023-01-07,22
Aurangabad,M002,2023-01-08,25
Aurangabad,M002,2023-01-09,21
Aurangabad,M002,2023-01-10,26
Aurangabad,M002,2023-01-11,21
Aurangabad,M002,2023-01-12,18
Aurangabad,M002,2023-01-13,21
Aurangabad,M002,2023-01-14,24
Aurangabad,M002,2023-01-15,23
Aurangabad,M002,2023-01-16,24
Aurangabad,M002,2023-01-17,20
Aurangabad,M002,2023-01-18,26
Aurangabad,M002,2023-01-19,25
